Tweets
"{'text': ""When your leader is #RahulGandhi then growing 24 inch (2 Ft.) Aloo is no problem 🤣🤣 #SushmaSwaraj's Reply is Epic 😂… https://t.co/icTXNabP97"", 'sentiment': 'positive'}"
"{'text': '#INCCongress and #RahulGandhi #PriyankaVadra this is what u mean by #Secularism, what ever u do is Secular and what… https://t.co/2G4PSNPgN8', 'sentiment': 'negative'}"
"{'text': 'RT @MahaBharat2019: #rahulwayanadescape\n\nWhy #RahulGandhi not contesting from #Kashmir\n#LokSabha seats ?\n\nSrinagar, Anantnag,Baramulla \n\nTh…', 'sentiment': 'neutral'}"
"{'text': 'RT @NH_India: #PMModi’s rant at Wardha targeting Congress president #RahulGandhi doesn’t seem to have done any good to BJP’s prospects in V…', 'sentiment': 'positive'}"
"{'text': 'RT @shaliniscribe: Instead of focusing on what great people said &amp; did, &amp; moving to a higher frequency, most people are reduced to discussi…', 'sentiment': 'positive'}"
"{'text': 'RT @INCKerala: Welcome to Kerala #RahulGandhi https://t.co/1Xv5Gf03xA', 'sentiment': 'positive'}"
"{'text': 'Congress will release its manifesto for LS Poll today\n#Rahulgandhi #priyankagandhi #parliamentelection2019 https://t.co/TpJoq97BpD', 'sentiment': 'neutral'}"
"{'text': 'Rahul will have to sweat it out in Wayanad, says BJP\n#PMuralidharRao #Congress #Wayanad #NDA #ThusharVellapally… https://t.co/9qe0P3az26', 'sentiment': 'neutral'}"
"{'text': 'Kharge takes strong exception against Yeddyurappa for terming Rahul Gandhi as ‘Bachha’\n#MMallikarjunKharge #BJP… https://t.co/7R15vb8cVZ', 'sentiment': 'positive'}"
"{'text': 'Rahul’s Wayanad foray makes panicked CPM mimic BJP\n#RahulGandhi #RahulFromWayanad #Wayanad #BJP #Congress… https://t.co/fm0FOWoXfR', 'sentiment': 'neutral'}"
"{'text': 'RT @Nation_is1st: @ShilpiSinghINC Wondering which side of the photo is the real donkey !!\n\n#RahulGandhi \n#PappuDiwas aa Gaya !!\n#Pappu http…', 'sentiment': 'positive'}"
"{'text': 'Modi or Rahul, people should ponder over it, says Cong chief\n#NarendraModi #RahulGandhi  #Congress  #PrimeMinister… https://t.co/2mawM6ZpTK', 'sentiment': 'neutral'}"
"{'text': '@siddaramaiah If you have asked Siddaganga mat to lead Indira Canteen .... People would have appreciated not for gi… https://t.co/8rWnnEwx1w', 'sentiment': 'positive'}"
"{'text': 'Dear Prakash Karat #CPIM please field the old geriatric moocher #SitaramYechury against #RahulGandhi at #Wayanad. I… https://t.co/TLP8R9Vr7Z', 'sentiment': 'positive'}"
"{'text': 'Thus Spake...\n#ThusSpake #Quotes #FaranaShaikh #famousquotes #TheresaMay #MikePompeo #JohnBass #ShireenMazari… https://t.co/f0uiFHvpiv', 'sentiment': 'neutral'}"
"{'text': 'Fight it ideologically\n#CPIM #Keralagovernment #Congress #BJP #Wayanad #Vadagara #RahulGandhi #OommenChandy… https://t.co/kduxpDGUaB', 'sentiment': 'neutral'}"
"{'text': 'Chowkidar of Space\n#Chowkidar #NarendraModi #MissionShakti #AbhinandanVarthaman #RahulGandhi #DRDO… https://t.co/z5gWZOoc5L', 'sentiment': 'neutral'}"
"{'text': 'RT @BirenderTokas: @rssurjewala Congress President\nMr #RahulGandhi \nIm #Hindu\nI Am Not a #Hindu_Aatankwadi 🙏', 'sentiment': 'neutral'}"
"{'text': 'Rahul in Wayanad: CPIM and BJP nervous and restless\n#RahulGandhi #RahulFromWayanad #Wayanad #BJP #NDA #LDF #CPIM… https://t.co/wvs2Fz3mki', 'sentiment': 'neutral'}"
"{'text': 'Sri #RahulGandhi campaigned rigorously in Telangana   and addressed three public meetings in a row.\n\nThe huge crowd… https://t.co/d76e6SnOQj', 'sentiment': 'positive'}"
"{'text': 'Sri #RahulGandhi campaigned rigorously in Telangana today, and addressed three public meetings in a row.\n\nThe huge… https://t.co/zWRwwl3c24', 'sentiment': 'positive'}"
"{'text': ""#myogiadityanath #uppolice #pmoindia #RahulGandhi #priyankagandhivadra #NDTVNewsBeeps #News18India \nDear don't loos… https://t.co/OY2PU9zGnT"", 'sentiment': 'neutral'}"
"{'text': ""@saket71 That's the most logical point have you raised saket ji, \n#rahulgandhi really not a deserving candidate in any way."", 'sentiment': 'positive'}"
"{'text': 'Just write #RahulGandhi  = #PappuDiwas  people are aware of national fool 😂😂😂🤣🤣 \n\n#IndiaSaysNaMoAgain… https://t.co/WFhIXvOpl2', 'sentiment': 'positive'}"
"{'text': 'AAP-Congress alliance talks fail: It’s advantage BJP in Delhi in a three corner fight\n#LokSabhaElection2019… https://t.co/rnrf6FES3X', 'sentiment': 'negative'}"
"{'text': 'RT @abpnewstv: Former #Kerala CM Achuthanandan calls #RahulGandhi ""Amul Baby"" over his decision to contest #LokSabhaElections2019 from #Way…', 'sentiment': 'neutral'}"
"{'text': '#NYAY a road to hell !!\n#RahulGandhi \n#Pappunomics\n\nhttps://t.co/CEhl6fStrE', 'sentiment': 'neutral'}"
